timestamp,service,message,normalized_message,is_fault,fault_type,cluster_id
2024-06-09 06:06:20,kernel,Calibrating delay loop... 1441.79 BogoMIPS,Calibrating delay loop... <NUM>.<NUM> BogoMIPS,False,normal,2
2024-06-09 06:06:20,kernel,Security Scaffold v1.0.0 initialized,Security Scaffold v1.<NUM>.<NUM> initialized,False,normal,2
2024-06-09 06:06:20,kernel,SELinux:  Initializing.,SELinux:  Initializing.,False,normal,3
2024-06-09 06:06:20,kernel,SELinux:  Starting in permissive mode,SELinux:  Starting in permissive mode,False,normal,3
2024-06-09 06:06:20,kernel,"There is already a security framework initialized, register_security failed.","There is already a security framework initialized, register_security failed.",False,normal,3
2024-06-09 06:06:20,kernel,Failure registering capabilities with the kernel,Failure registering capabilities with the kernel,False,normal,3
2024-06-09 06:06:20,kernel,selinux_register_security:  Registering secondary module capability,selinux_register_security:  Registering secondary module capability,False,normal,3
2024-06-09 06:06:20,kernel,Capability LSM initialized,Capability LSM initialized,False,normal,3
2024-06-09 06:06:20,kernel,"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)","Dentry cache hash table entries: <NUM> (order: <NUM>, <NUM> bytes)",False,normal,2
2024-06-09 06:06:20,kernel,"Inode-cache hash table entries: 8192 (order: 3, 32768 bytes)","Inode-cache hash table entries: <NUM> (order: <NUM>, <NUM> bytes)",False,normal,2
2024-06-09 06:06:20,kernel,"Mount-cache hash table entries: 512 (order: 0, 4096 bytes)","Mount-cache hash table entries: <NUM> (order: <NUM>, <NUM> bytes)",False,normal,2
2024-06-09 06:06:20,rpc.statd,Version 1.0.6 Starting,Version <NUM>.<NUM>.<NUM> Starting,False,normal,2
2024-06-09 06:06:20,nfslock,rpc.statd startup succeeded,rpc.statd startup succeeded,False,normal,7
2024-06-09 06:06:20,kernel,"CPU: L1 I cache: 16K, L1 D cache: 16K","CPU: L1 I cache: 16K, L1 D cache: 16K",False,normal,3
2024-06-09 06:06:21,kernel,CPU: L2 cache: 256K,CPU: L2 cache: 256K,False,normal,3
2024-06-09 06:06:21,kernel,Intel machine check architecture supported.,Intel machine check architecture supported.,False,normal,3
2024-06-09 06:06:21,kernel,Intel machine check reporting enabled on CPU#0.,Intel machine check reporting enabled on CPU#<NUM>.,False,normal,3
2024-06-09 06:06:21,kernel,CPU: Intel Pentium III (Coppermine) stepping 06,CPU: Intel Pentium III (Coppermine) stepping <NUM>,False,normal,2
2024-06-09 06:06:21,kernel,Enabling fast FPU save and restore... done.,Enabling fast FPU save and restore... done.,False,normal,3
2024-06-09 06:06:21,kernel,Enabling unmasked SIMD FPU exception support... done.,Enabling unmasked SIMD FPU exception support... done.,False,normal,3
2024-06-09 06:06:21,kernel,Checking 'hlt' instruction... OK.,Checking 'hlt' instruction... OK.,False,normal,3
2024-06-09 06:06:21,kernel,POSIX conformance testing by UNIFIX,POSIX conformance testing by UNIFIX,False,normal,3
2024-06-09 06:06:21,kernel,NET: Registered protocol family 16,NET: Registered protocol family <NUM>,False,normal,3
2024-06-09 06:06:21,kernel,"PCI: PCI BIOS revision 2.10 entry at 0xfc0ce, last bus=1","PCI: PCI BIOS revision <NUM>.<NUM> entry at <HEX>, last bus=<NUM>",False,normal,2
2024-06-09 06:06:21,kernel,PCI: Using configuration type 1,PCI: Using configuration type <NUM>,False,normal,2
2024-06-09 06:06:21,kernel,mtrr: v2.0 (20020519),mtrr: v2.<NUM> (<NUM>),False,normal,2
2024-06-09 06:06:21,kernel,ACPI: Subsystem revision 20040326,ACPI: Subsystem revision <NUM>,False,normal,2
2024-06-09 06:06:21,kernel,ACPI: Interpreter disabled.,ACPI: Interpreter disabled.,False,normal,3
2024-06-09 06:06:21,kernel,Linux Plug and Play Support v0.97 (c) Adam Belay,Linux Plug and Play Support v0.<NUM> (c) Adam Belay,False,normal,2
2024-06-09 06:06:21,kernel,usbcore: registered new driver usbfs,usbcore: registered new driver usbfs,False,normal,3
2024-06-09 06:06:21,kernel,usbcore: registered new driver hub,usbcore: registered new driver hub,False,normal,3
2024-06-09 06:06:21,rpcidmapd,rpc.idmapd startup succeeded,rpc.idmapd startup succeeded,False,normal,7
2024-06-09 06:06:21,kernel,ACPI: ACPI tables contain no PCI IRQ routing entries,ACPI: ACPI tables contain no PCI IRQ routing entries,False,normal,3
2024-06-09 06:06:21,kernel,PCI: Invalid ACPI-PCI IRQ routing table,PCI: Invalid ACPI-PCI IRQ routing table,False,normal,3
2024-06-09 06:06:21,random,Initializing random number generator:  succeeded,Initializing random number generator:  succeeded,False,normal,7
2024-06-09 06:06:21,kernel,PCI: Probing PCI hardware,PCI: Probing PCI hardware,False,normal,3
2024-06-09 06:06:21,kernel,PCI: Probing PCI hardware (bus 00),PCI: Probing PCI hardware (bus <NUM>),False,normal,2
2024-06-09 06:06:21,kernel,Transparent bridge - 0000:00:1e.0,Transparent bridge - <NUM>:<NUM>:1e.<NUM>,False,normal,2
2024-06-09 06:06:21,kernel,PCI: Using IRQ router PIIX/ICH [8086/2410] at 0000:00:1f.0,PCI: Using IRQ router PIIX/ICH [<NUM>/<NUM>] at <NUM>:<NUM>:1f.<NUM>,False,normal,2
2024-06-09 06:06:21,kernel,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),apm: BIOS version <NUM>.<NUM> Flags <HEX> (Driver version <NUM>.16ac),False,normal,2
2024-06-09 06:06:21,kernel,audit: initializing netlink socket (disabled),audit: initializing netlink socket (disabled),False,normal,3
2024-06-09 06:06:21,kernel,audit(1118297138.4294965368:0): initialized,audit(<NUM>.<NUM>:<NUM>): initialized,False,normal,2
2024-06-09 06:06:21,kernel,"Total HugeTLB memory allocated, 0","Total HugeTLB memory allocated, <NUM>",False,normal,2
2024-06-09 06:06:21,rc,Starting pcmcia:  succeeded,Starting pcmcia:  succeeded,False,normal,7
2024-06-09 06:06:21,kernel,VFS: Disk quotas dquot_6.5.1,VFS: Disk quotas dquot_6.<NUM>.<NUM>,False,normal,2
2024-06-09 06:06:21,kernel,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)","Dquot-cache hash table entries: <NUM> (order <NUM>, <NUM> bytes)",False,normal,2
2024-06-09 06:06:21,kernel,SELinux:  Registering netfilter hooks,SELinux:  Registering netfilter hooks,False,normal,3
2024-06-09 06:06:21,kernel,Initializing Cryptographic API,Initializing Cryptographic API,False,normal,3
2024-06-09 06:06:21,kernel,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,pci_hotplug: PCI Hot Plug PCI Core version: <NUM>.<NUM>,False,normal,2
2024-06-09 06:06:21,kernel,isapnp: Scanning for PnP cards...,isapnp: Scanning for PnP cards...,False,normal,3
2024-06-09 06:06:21,kernel,isapnp: No Plug & Play device found,isapnp: No Plug & Play device found,False,normal,3
2024-06-09 06:06:21,kernel,Real Time Clock Driver v1.12,Real Time Clock Driver v1.<NUM>,False,normal,2
2024-06-09 06:06:21,kernel,Linux agpgart interface v0.100 (c) Dave Jones,Linux agpgart interface v0.<NUM> (c) Dave Jones,False,normal,2
2024-06-09 06:06:21,kernel,agpgart: Detected an Intel i810 E Chipset.,agpgart: Detected an Intel i810 E Chipset.,False,normal,3
2024-06-09 06:06:21,kernel,agpgart: Maximum main memory to use for agp memory: 93M,agpgart: Maximum main memory to use for agp memory: 93M,False,normal,3
2024-06-09 06:06:22,bluetooth,hcid startup succeeded,hcid startup succeeded,False,normal,7
2024-06-09 06:06:22,kernel,agpgart: detected 4MB dedicated video ram.,agpgart: detected 4MB dedicated video ram.,False,normal,3
2024-06-09 06:06:22,hcid,HCI daemon ver 2.4 started,HCI daemon ver <NUM>.<NUM> started,False,normal,2
2024-06-09 06:06:17,network,Setting network parameters:  succeeded,Setting network parameters:  succeeded,False,normal,7
2024-06-09 06:06:22,bluetooth,sdpd startup succeeded,sdpd startup succeeded,False,normal,7
2024-06-09 06:06:22,kernel,agpgart: AGP aperture is 64M @ 0xf4000000,agpgart: AGP aperture is 64M @ <HEX>,False,normal,5
2024-06-09 06:06:22,sdpd,sdpd v1.5 started,sdpd v1.<NUM> started,False,normal,2
2024-06-09 06:06:17,network,Bringing up loopback interface:  succeeded,Bringing up loopback interface:  succeeded,False,normal,7
2024-06-09 06:06:22,kernel,"Serial: 8250/16550 driver $Revision: 1.90 $ 8 ports, IRQ sharing enabled","Serial: <NUM>/<NUM> driver $Revision: <NUM>.<NUM> $ <NUM> ports, IRQ sharing enabled",False,normal,2
2024-06-09 06:06:22,kernel,ttyS0 at I/O 0x3f8 (irq = 4) is a 16550A,ttyS0 at I/O <HEX> (irq = <NUM>) is a 16550A,False,normal,5
2024-06-09 06:06:22,kernel,ttyS1 at I/O 0x2f8 (irq = 3) is a 16550A,ttyS1 at I/O <HEX> (irq = <NUM>) is a 16550A,False,normal,5
2024-06-09 06:06:22,kernel,RAMDISK driver initialized: 16 RAM disks of 16384K size 1024 blocksize,RAMDISK driver initialized: <NUM> RAM disks of 16384K size <NUM> blocksize,False,normal,2
2024-06-09 06:06:22,kernel,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2,Uniform Multi-Platform E-IDE driver Revision: <NUM>.00alpha2,False,normal,2
2024-06-09 06:06:23,netfs,Mounting other filesystems:  succeeded,Mounting other filesystems:  succeeded,False,normal,7
2024-06-09 06:06:23,kernel,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,ide: Assuming 33MHz system bus speed for PIO modes; override with idebus=xx,False,normal,3
2024-06-09 06:06:23,kernel,ICH: IDE controller at PCI slot 0000:00:1f.1,ICH: IDE controller at PCI slot <NUM>:<NUM>:1f.<NUM>,False,normal,2
2024-06-09 06:06:23,apmd,"Version 3.0.2 (APM BIOS 1.2, Linux driver 1.16ac)","Version <NUM>.<NUM>.<NUM> (APM BIOS <NUM>.<NUM>, Linux driver <NUM>.16ac)",False,normal,2
2024-06-09 06:06:23,apmd,apmd startup succeeded,apmd startup succeeded,False,normal,7
2024-06-09 06:06:23,kernel,ICH: chipset revision 2,ICH: chipset revision <NUM>,False,normal,2
2024-06-09 06:06:23,kernel,ICH: not 100%% native mode: will probe irqs later,ICH: not <NUM>%% native mode: will probe irqs later,False,normal,2
2024-06-09 06:06:23,kernel,"ide0: BM-DMA at 0xffa0-0xffa7, BIOS settings: hda:DMA, hdb:pio","ide0: BM-DMA at <HEX>-<HEX>, BIOS settings: hda:DMA, hdb:pio",False,normal,5
2024-06-09 06:06:24,autofs,automount startup succeeded,automount startup succeeded,False,normal,7
2024-06-09 06:06:24,kernel,"ide1: BM-DMA at 0xffa8-0xffaf, BIOS settings: hdc:DMA, hdd:pio","ide1: BM-DMA at <HEX>-<HEX>, BIOS settings: hdc:DMA, hdd:pio",False,normal,5
2024-06-09 06:06:24,kernel,"hda: IBM-DTLA-307015, ATA DISK drive","hda: IBM-DTLA-<NUM>, ATA DISK drive",False,normal,2
2024-06-09 06:06:24,smartd,smartd version 5.21 Copyright (C) 2002-3 Bruce Allen,smartd version <NUM>.<NUM> Copyright (C) <NUM>-<NUM> Bruce Allen,False,normal,2
2024-06-09 06:06:24,kernel,Using cfq io scheduler,Using cfq io scheduler,False,normal,3
2024-06-09 06:06:24,smartd,Home page is http://smartmontools.sourceforge.net/,Home page is http://smartmontools.sourceforge.net/,False,normal,3
2024-06-09 06:06:24,kernel,"ide0 at 0x1f0-0x1f7,0x3f6 on irq 14","ide0 at <HEX>-<HEX>,<HEX> on irq <NUM>",False,normal,5
2024-06-09 06:06:24,smartd,Opened configuration file /etc/smartd.conf,Opened configuration file /etc/smartd.conf,False,normal,8
2024-06-09 06:06:24,kernel,"hdc: SAMSUNG CD-ROM SN-124, ATAPI CD/DVD-ROM drive","hdc: SAMSUNG CD-ROM SN-<NUM>, ATAPI CD/DVD-ROM drive",False,normal,2
2024-06-09 06:06:24,smartd,Configuration file /etc/smartd.conf parsed.,Configuration file /etc/smartd.conf parsed.,False,normal,3
2024-06-09 06:06:24,kernel,hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-124 (blacklisted),hdc: Disabling (U)DMA for SAMSUNG CD-ROM SN-<NUM> (blacklisted),False,normal,2
2024-06-09 06:06:24,smartd,"Device: /dev/hda, opened","Device: /dev/hda, opened",False,normal,3
2024-06-09 06:06:24,kernel,"ide1 at 0x170-0x177,0x376 on irq 15","ide1 at <HEX>-<HEX>,<HEX> on irq <NUM>",False,normal,5
2024-06-09 06:06:24,apmd,Charge: * * * (-1% unknown),Charge: * * * (-<NUM>% unknown),False,normal,3
2024-06-09 06:06:24,smartd,"Device: /dev/hda, found in smartd database.","Device: /dev/hda, found in smartd database.",False,normal,3
2024-06-09 06:06:24,kernel,hda: max request size: 128KiB,hda: max request size: 128KiB,False,normal,3
2024-06-09 06:06:24,smartd,"Device: /dev/hda, is SMART capable. Adding to ""monitor"" list.","Device: /dev/hda, is SMART capable. Adding to ""monitor"" list.",False,normal,3
2024-06-09 06:06:24,kernel,"hda: 29336832 sectors (15020 MB) w/1916KiB Cache, CHS=29104/16/63, UDMA(66)","hda: <NUM> sectors (<NUM> MB) w/1916KiB Cache, CHS=<NUM>/<NUM>/<NUM>, UDMA(<NUM>)",False,normal,2
2024-06-09 06:06:24,smartd,Monitoring 1 ATA and 0 SCSI devices,Monitoring <NUM> ATA and <NUM> SCSI devices,False,normal,2
2024-06-09 06:06:24,kernel,hda: hda1 hda2 hda3,hda: hda1 hda2 hda3,False,normal,3
2024-06-09 06:06:24,smartd,smartd has fork()ed into background mode. New PID=1757.,smartd has fork()ed into background mode. New pid=<PID>.,False,normal,3
2024-06-09 06:06:24,smartd,smartd startup succeeded,smartd startup succeeded,False,normal,7
2024-06-09 06:06:24,kernel,"hdc: ATAPI 24X CD-ROM drive, 128kB Cache","hdc: ATAPI 24X CD-ROM drive, 128kB Cache",False,normal,3
2024-06-09 06:06:24,kernel,Uniform CD-ROM driver Revision: 3.20,Uniform CD-ROM driver Revision: <NUM>.<NUM>,False,normal,2
2024-06-09 06:06:24,kernel,ide-floppy driver 0.99.newide,ide-floppy driver <NUM>.<NUM>.newide,False,normal,2
2024-06-09 06:06:24,kernel,usbcore: registered new driver hiddev,usbcore: registered new driver hiddev,False,normal,3
2024-06-09 06:06:24,kernel,usbcore: registered new driver hid,usbcore: registered new driver hid,False,normal,3
2024-06-09 06:06:24,kernel,drivers/usb/input/hid-core.c: v2.0:USB HID core driver,drivers/usb/input/hid-core.c: v2.<NUM>:USB HID core driver,False,normal,2
2024-06-09 06:06:25,kernel,mice: PS/2 mouse device common for all mice,mice: PS/<NUM> mouse device common for all mice,False,normal,3
2024-06-09 06:06:25,kernel,"serio: i8042 AUX port at 0x60,0x64 irq 12","serio: i8042 AUX port at <HEX>,<HEX> irq <NUM>",False,normal,5
2024-06-09 06:06:25,kernel,input: ImPS/2 Logitech Wheel Mouse on isa0060/serio1,input: ImPS/<NUM> Logitech Wheel Mouse on isa0060/serio1,False,normal,2
2024-06-09 06:06:25,kernel,"serio: i8042 KBD port at 0x60,0x64 irq 1","serio: i8042 KBD port at <HEX>,<HEX> irq <NUM>",False,normal,5
2024-06-09 06:06:25,kernel,input: AT Translated Set 2 keyboard on isa0060/serio0,input: AT Translated Set <NUM> keyboard on isa0060/serio0,False,normal,2
2024-06-09 06:06:25,kernel,"md: md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27","md: md driver <NUM>.<NUM>.<NUM> MAX_MD_DEVS=<NUM>, MD_SB_DISKS=<NUM>",False,normal,2
2024-06-09 06:06:25,kernel,NET: Registered protocol family 2,NET: Registered protocol family <NUM>,False,normal,3
2024-06-09 06:06:25,kernel,"IP: routing cache hash table of 512 buckets, 4Kbytes","IP: routing cache hash table of <NUM> buckets, 4Kbytes",False,normal,2
2024-06-09 06:06:26,kernel,TCP: Hash tables configured (established 8192 bind 16384),TCP: Hash tables configured (established <NUM> bind <NUM>),False,normal,2
2024-06-09 06:06:26,kernel,Initializing IPsec netlink socket,Initializing IPsec netlink socket,False,normal,3
2024-06-09 06:06:26,kernel,NET: Registered protocol family 1,NET: Registered protocol family <NUM>,False,normal,3
2024-06-09 06:06:26,kernel,NET: Registered protocol family 17,NET: Registered protocol family <NUM>,False,normal,3
2024-06-09 06:06:26,kernel,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd,False,normal,3
2024-06-09 06:06:26,kernel,Freeing initrd memory: 186k freed,Freeing initrd memory: 186k freed,False,normal,3
2024-06-09 06:06:26,kernel,md: Autodetecting RAID arrays.,md: Autodetecting RAID arrays.,False,normal,3
2024-06-09 06:06:26,kernel,md: autorun ...,md: autorun ...,False,normal,3
2024-06-09 06:06:26,kernel,md: ... autorun DONE.,md: ... autorun DONE.,False,normal,3
2024-06-09 06:06:26,kernel,RAMDISK: Compressed image found at block 0,RAMDISK: Compressed image found at block <NUM>,False,normal,2
2024-06-09 06:06:26,rc,Starting hpoj:  succeeded,Starting hpoj:  succeeded,False,normal,7
2024-06-09 06:06:26,kernel,VFS: Mounted root (ext2 filesystem).,VFS: Mounted root (ext2 filesystem).,False,normal,3
2024-06-09 06:06:26,kernel,EXT3-fs: INFO: recovery required on readonly filesystem.,EXT3-fs: INFO: recovery required on readonly filesystem.,False,normal,3
2024-06-09 06:06:26,kernel,EXT3-fs: write access will be enabled during recovery.,EXT3-fs: write access will be enabled during recovery.,False,normal,3
2024-06-09 06:06:26,kernel,kjournald starting.  Commit interval 5 seconds,kjournald starting.  Commit interval <NUM> seconds,False,normal,2
2024-06-09 06:06:26,kernel,EXT3-fs: hda2: orphan cleanup on readonly fs,EXT3-fs: hda2: orphan cleanup on readonly fs,False,normal,3
2024-06-09 06:06:27,kernel,EXT3-fs: hda2: 4 orphan inodes deleted,EXT3-fs: hda2: <NUM> orphan inodes deleted,False,normal,2
2024-06-09 06:06:27,kernel,EXT3-fs: recovery complete.,EXT3-fs: recovery complete.,False,normal,3
2024-06-09 06:06:27,kernel,EXT3-fs: mounted filesystem with ordered data mode.,EXT3-fs: mounted filesystem with ordered data mode.,False,normal,3
2024-06-09 06:06:27,kernel,Freeing unused kernel memory: 144k freed,Freeing unused kernel memory: 144k freed,False,normal,3
2024-06-09 06:06:27,kernel,SELinux:  Disabled at runtime.,SELinux:  Disabled at runtime.,False,normal,3
2024-06-09 06:06:28,kernel,SELinux:  Unregistering netfilter hooks,SELinux:  Unregistering netfilter hooks,False,normal,3
2024-06-09 06:06:28,kernel,NET: Registered protocol family 10,NET: Registered protocol family <NUM>,False,normal,3
2024-06-09 06:06:28,kernel,Disabled Privacy Extensions on device 022db720(lo),Disabled Privacy Extensions on device 022db720(lo),False,normal,3
2024-06-09 06:06:28,kernel,IPv6 over IPv4 tunneling driver,IPv6 over IPv4 tunneling driver,False,normal,3
2024-06-09 06:06:28,kernel,USB Universal Host Controller Interface driver v2.2,USB Universal Host Controller Interface driver v2.<NUM>,False,normal,2
2024-06-09 06:06:28,kernel,PCI: Found IRQ 11 for device 0000:00:1f.2,PCI: Found IRQ <NUM> for device <NUM>:<NUM>:1f.<NUM>,False,normal,2
2024-06-09 06:06:29,kernel,uhci_hcd 0000:00:1f.2: UHCI Host Controller,uhci_hcd <NUM>:<NUM>:1f.<NUM>: UHCI Host Controller,False,normal,2
2024-06-09 06:06:29,kernel,"uhci_hcd 0000:00:1f.2: irq 11, io base 0000ff80","uhci_hcd <NUM>:<NUM>:1f.<NUM>: irq <NUM>, io base 0000ff80",False,normal,2
2024-06-09 06:06:29,kernel,"uhci_hcd 0000:00:1f.2: new USB bus registered, assigned bus number 1","uhci_hcd <NUM>:<NUM>:1f.<NUM>: new USB bus registered, assigned bus number <NUM>",False,normal,2
2024-06-09 06:06:29,kernel,hub 1-0:1.0: USB hub found,hub <NUM>-<NUM>:<NUM>.<NUM>: USB hub found,False,normal,2
2024-06-09 06:06:29,kernel,hub 1-0:1.0: 2 ports detected,hub <NUM>-<NUM>:<NUM>.<NUM>: <NUM> ports detected,False,normal,2
2024-06-09 06:06:29,kernel,"EXT3 FS on hda2, internal journal","EXT3 FS on hda2, internal journal",False,normal,3
2024-06-09 06:06:30,kernel,device-mapper: 4.1.0-ioctl (2003-12-10) initialised: dm@uk.sistina.com,device-mapper: <NUM>.<NUM>.<NUM>-ioctl (<NUM>-<NUM>-<NUM>) initialised: dm@uk.sistina.com,False,normal,2
2024-06-09 06:06:30,kernel,cdrom: open failed.,cdrom: open failed.,False,normal,3
2024-06-09 06:06:30,kernel,Adding 262072k swap on /dev/hda3.  Priority:-1 extents:1,Adding 262072k swap on /dev/hda3.  Priority:-<NUM> extents:<NUM>,False,normal,2
2024-06-09 06:06:30,kernel,kjournald starting.  Commit interval 5 seconds,kjournald starting.  Commit interval <NUM> seconds,False,normal,2
2024-06-09 06:06:30,kernel,"EXT3 FS on hda1, internal journal","EXT3 FS on hda1, internal journal",False,normal,3
2024-06-09 06:06:31,kernel,EXT3-fs: mounted filesystem with ordered data mode.,EXT3-fs: mounted filesystem with ordered data mode.,False,normal,3
2024-06-09 06:06:31,kernel,IA-32 Microcode Update Driver: v1.13 <tigran@veritas.com>,IA-<NUM> Microcode Update Driver: v1.<NUM> <tigran@veritas.com>,False,normal,2
2024-06-09 06:06:31,kernel,microcode: CPU0 already at revision 0x8 (current=0x8),microcode: CPU0 already at revision <HEX> (current=<HEX>),False,normal,5
2024-06-09 06:06:31,kernel,microcode: No suitable data for cpu 0,microcode: No suitable data for cpu <NUM>,False,normal,2
2024-06-09 06:06:31,kernel,"parport0: PC-style at 0x378 (0x778) [PCSPP,TRISTATE,EPP]","parport0: PC-style at <HEX> (<HEX>) [PCSPP,TRISTATE,EPP]",False,normal,5
2024-06-09 06:06:31,kernel,parport0: irq 7 detected,parport0: irq <NUM> detected,False,normal,2
2024-06-09 06:06:31,kernel,SCSI subsystem initialized,SCSI subsystem initialized,False,normal,3
2024-06-09 06:06:32,kernel,inserting floppy driver for 2.6.5-1.358,inserting floppy driver for <NUM>.<NUM>.<NUM>-<NUM>.<NUM>,False,normal,2
2024-06-09 06:06:32,kernel,Floppy drive(s): fd0 is 1.44M,Floppy drive(s): fd0 is <NUM>.44M,False,normal,2
2024-06-09 06:06:32,kernel,FDC 0 is a National Semiconductor PC87306,FDC <NUM> is a National Semiconductor PC87306,False,normal,2
2024-06-09 06:06:33,kernel,PCI: Found IRQ 5 for device 0000:01:0c.0,PCI: Found IRQ <NUM> for device <NUM>:<NUM>:0c.<NUM>,False,normal,2
2024-06-09 06:06:33,kernel,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,3c59x: Donald Becker and others. www.scyld.com/network/vortex.html,False,normal,3
2024-06-09 06:06:34,kernel,0000:01:0c.0: 3Com PCI 3c905C Tornado at 0xec80. Vers LK1.1.19,<NUM>:<NUM>:0c.<NUM>: 3Com PCI 3c905C Tornado at <HEX>. Vers LK1.<NUM>.<NUM>,False,normal,2
2024-06-09 06:06:34,kernel,ip_tables: (C) 2000-2002 Netfilter core team,ip_tables: (C) <NUM>-<NUM> Netfilter core team,False,normal,2
